0.100000	-4.831822e-01
0.108800	1.300626e-01
0.117600	2.000000e+00
0.126400	2.000000e+00
0.135200	2.774441e-01
0.144000	2.000000e+00
0.152800	2.000000e+00
0.161600	2.000000e+00
0.170400	-1.996063e+00
0.179200	7.655607e-01
0.188000	1.536630e+00
0.196800	4.970209e-03
0.205600	2.000000e+00
0.214400	6.257767e-01
0.223200	1.359145e-01
0.232000	2.000000e+00
0.240800	2.000000e+00
0.249600	2.000000e+00
0.258400	1.785238e+00
0.267200	2.000000e+00
0.276000	2.000000e+00
0.284800	2.000000e+00
0.293600	2.000000e+00
0.302400	8.763123e-01
0.311200	2.000000e+00
0.320000	3.811477e-01
0.328800	1.185583e+00
0.337600	6.852483e-01
0.346400	1.279056e+00
0.355200	1.530906e+00
0.364000	5.679276e-01
0.372800	2.000000e+00
0.381600	2.000000e+00
0.390400	2.000000e+00
0.399200	1.034870e+00
0.408000	2.000000e+00
0.416800	2.000000e+00
0.425600	2.000000e+00
0.434400	9.324765e-01
0.443200	-5.279039e-02
0.452000	2.000000e+00
0.460800	2.000000e+00
0.469600	2.000000e+00
0.478400	1.588868e+00
0.487200	2.000000e+00
0.496000	1.324714e+00
0.504800	6.871952e-01
0.513600	2.000000e+00
0.522400	2.000000e+00
0.531200	8.183512e-01
0.540000	2.000000e+00
0.548800	2.000000e+00
0.557600	1.028317e+00
0.566400	6.719475e-01
0.575200	2.000000e+00
0.584000	2.000000e+00
0.592800	9.383700e-01
0.601600	1.659684e+00
0.610400	2.000000e+00
0.619200	1.336722e+00
0.628000	2.000000e+00
0.636800	9.619467e-01
0.645600	2.000000e+00
0.654400	2.370103e-01
0.663200	2.000000e+00
0.672000	2.627929e-01
0.680800	6.769853e-01
0.689600	1.091661e+00
0.698400	1.624902e+00
0.707200	1.187614e+00
0.716000	1.072403e+00
0.724800	4.731321e-01
0.733600	-4.246519e-02
0.742400	4.341261e-01
0.751200	2.000000e+00
0.760000	1.702824e+00
0.768800	7.228405e-01
0.777600	5.645508e-01
0.786400	1.010326e+00
0.795200	1.973468e+00
0.804000	1.971246e+00
0.812800	2.000000e+00
0.821600	2.000000e+00
0.830400	1.967888e+00
0.839200	2.000000e+00
0.848000	1.109462e+00
0.856800	2.000000e+00
0.865600	7.650388e-01
0.874400	2.000000e+00
0.883200	2.000000e+00
0.892000	1.983999e+00
0.900800	2.000000e+00
0.909600	1.974639e+00
0.918400	1.993387e+00
0.927200	1.777757e+00
0.936000	1.508682e+00
0.944800	8.699327e-01
0.953600	2.000000e+00
0.962400	1.579665e+00
0.971200	1.107977e+00
0.980000	1.986907e+00
0.988800	1.935563e+00
0.997600	-5.795026e-01
1.006400	1.986581e+00
1.015200	2.000000e+00
1.024000	1.309705e-01
1.032800	1.958899e+00
1.041600	2.000000e+00
1.050400	2.000000e+00
1.059200	1.053461e+00
1.068000	1.903315e+00
1.076800	1.005425e+00
1.085600	1.170009e+00
1.094400	1.947589e+00
1.103200	2.622351e-01
1.112000	1.227802e+00
1.120800	1.204023e+00
1.129600	1.127364e+00
1.138400	1.805502e+00
1.147200	1.970045e+00
1.156000	1.963539e+00
1.164800	1.395779e+00
1.173600	9.350294e-01
1.182400	-1.101139e+00
1.191200	-3.759873e-02
1.200000	1.925718e+00
1.208800	1.880999e+00
1.217600	1.834173e+00
1.226400	1.394532e+00
1.235200	1.957616e+00
1.244000	7.148515e-01
1.252800	1.933139e+00
1.261600	1.159926e+00
1.270400	1.123805e+00
1.279200	1.935806e+00
1.288000	8.299848e-01
1.296800	3.351419e-02
1.305600	1.874740e+00
1.314400	1.785592e+00
1.323200	1.034670e+00
1.332000	1.885050e+00
1.340800	1.835509e+00
1.349600	1.239245e+00
1.358400	1.610875e+00
1.367200	2.009322e-01
1.376000	3.802159e-01
1.384800	1.885925e+00
1.393600	1.878582e+00
1.402400	1.853201e+00
1.411200	1.849711e+00
1.420000	1.366296e+00
1.428800	1.219698e-01
1.437600	1.765908e+00
1.446400	2.040147e-01
1.455200	6.765487e-01
1.464000	1.082585e+00
1.472800	8.102446e-01
1.481600	8.363079e-01
1.490400	1.815137e+00
1.499200	1.726951e+00
1.508000	9.173542e-01
1.516800	1.729646e+00
1.525600	2.033778e-01
1.534400	8.774264e-01
1.543200	1.532929e+00
1.552000	6.137796e-01
1.560800	1.800591e+00
1.569600	9.173730e-01
1.578400	3.058468e-01
1.587200	1.613717e+00
1.596000	1.641039e+00
1.604800	3.310714e-02
1.613600	1.281967e+00
1.622400	4.694998e-01
1.631200	1.298363e+00
1.640000	1.742431e+00
1.648800	1.443474e+00
1.657600	1.740442e+00
1.666400	2.314637e-01
1.675200	1.716245e+00
1.684000	1.975026e-01
1.692800	1.415782e+00
1.701600	4.855365e-01
1.710400	1.421328e+00
1.719200	-2.811849e-02
1.728000	4.430376e-01
